Timestamp,marketprice
2019-09-16 00:00:00,10310.43
2019-09-17 00:00:00,10265.63
2019-09-18 00:00:00,10190.36
2019-09-19 00:00:00,10157.59
2019-09-20 00:00:00,10275.88
2019-09-21 00:00:00,10173.11
2019-09-22 00:00:00,9979.49
2019-09-23 00:00:00,10033.05
2019-09-24 00:00:00,9683.38
2019-09-25 00:00:00,8553.61
2019-09-26 00:00:00,8432.23
2019-09-27 00:00:00,8055.64
2019-09-28 00:00:00,8193.9
2019-09-29 00:00:00,8225
2019-09-30 00:00:00,8056.74
2019-10-01 00:00:00,8307.74
2019-10-02 00:00:00,8322.92
2019-10-03 00:00:00,8382.03
2019-10-04 00:00:00,8236.17
2019-10-05 00:00:00,8155.48
2019-10-06 00:00:00,8147.69
2019-10-07 00:00:00,7869.74
2019-10-08 00:00:00,8212.02
2019-10-09 00:00:00,8190
2019-10-10 00:00:00,8587.92
2019-10-11 00:00:00,8586.9
2019-10-12 00:00:00,8269.73
2019-10-13 00:00:00,8308.01
2019-10-14 00:00:00,8283.76
2019-10-15 00:00:00,8353.54
2019-10-16 00:00:00,8162.16
2019-10-17 00:00:00,8002.51
2019-10-18 00:00:00,8076.78
2019-10-19 00:00:00,7954.15
2019-10-20 00:00:00,7960.04
2019-10-21 00:00:00,8231.06
2019-10-22 00:00:00,8222.52
2019-10-23 00:00:00,8026.76
2019-10-24 00:00:00,7469.56
2019-10-25 00:00:00,7431.88
2019-10-26 00:00:00,8666.79
2019-10-27 00:00:00,9259.8
2019-10-28 00:00:00,9551.54
2019-10-29 00:00:00,9218.76
2019-10-30 00:00:00,9433.35
2019-10-31 00:00:00,9164.62
2019-11-01 00:00:00,9147.98
2019-11-02 00:00:00,9252.99
2019-11-03 00:00:00,9301.18
2019-11-03 23:00:00,9206.16
2019-11-04 23:00:00,9418.05
2019-11-05 23:00:00,9310.19
2019-11-06 23:00:00,9343.34
2019-11-07 23:00:00,9204.24
2019-11-08 23:00:00,8766.04
2019-11-09 23:00:00,8809.41
2019-11-10 23:00:00,9037.12
2019-11-11 23:00:00,8717.81
2019-11-12 23:00:00,8801.52
2019-11-13 23:00:00,8762.42
2019-11-14 23:00:00,8632.32
2019-11-15 23:00:00,8457.69
2019-11-16 23:00:00,8482.7
2019-11-17 23:00:00,8503.93
2019-11-18 23:00:00,8175.99
2019-11-19 23:00:00,8120.8
2019-11-20 23:00:00,8081.81
2019-11-21 23:00:00,7617.07
2019-11-22 23:00:00,7286.35
2019-11-23 23:00:00,7324.03
2019-11-24 23:00:00,6907.4
2019-11-25 23:00:00,7130.25
2019-11-26 23:00:00,7163.63
2019-11-27 23:00:00,7523.83
2019-11-28 23:00:00,7431
2019-11-29 23:00:00,7757.47
2019-11-30 23:00:00,7557.72
2019-12-01 23:00:00,7402.69
2019-12-02 23:00:00,7309.59
2019-12-03 23:00:00,7296.77
2019-12-04 23:00:00,7192.85
2019-12-05 23:00:00,7395.97
2019-12-06 23:00:00,7547.19
2019-12-07 23:00:00,7504.83
2019-12-08 23:00:00,7522.39
2019-12-09 23:00:00,7337.42
2019-12-10 23:00:00,7220.76
2019-12-11 23:00:00,7202.31
2019-12-12 23:00:00,7189.16
2019-12-13 23:00:00,7251.87
2019-12-14 23:00:00,7067.74
2019-12-15 23:00:00,7111.14
2019-12-16 23:00:00,6879.54
2019-12-17 23:00:00,6612.12
2019-12-18 23:00:00,7284.29
2019-12-19 23:00:00,7150.86
2019-12-20 23:00:00,7190.17
2019-12-21 23:00:00,7143.2
2019-12-22 23:00:00,7514.41
2019-12-23 23:00:00,7322.08
2019-12-24 23:00:00,7250.69
2019-12-25 23:00:00,7192.72
2019-12-26 23:00:00,7194.4
2019-12-27 23:00:00,7243.93
2019-12-28 23:00:00,7301.07
2019-12-29 23:00:00,7385.36
2019-12-30 23:00:00,7219.6
2019-12-31 23:00:00,7168.31
2020-01-01 23:00:00,7175.68
2020-01-02 23:00:00,6944.33
2020-01-03 23:00:00,7326.35
2020-01-04 23:00:00,7347.89
2020-01-05 23:00:00,7351.57
2020-01-06 23:00:00,7759.24
2020-01-07 23:00:00,8165.47
2020-01-08 23:00:00,8042.65
2020-01-09 23:00:00,7817.92
2020-01-10 23:00:00,8184.66
2020-01-11 23:00:00,8021.49
2020-01-12 23:00:00,8173.97
2020-01-13 23:00:00,8105.24
2020-01-14 23:00:00,8842.42
2020-01-15 23:00:00,8813.89
2020-01-16 23:00:00,8722.03
2020-01-17 23:00:00,8900.34
2020-01-18 23:00:00,8910.85
2020-01-19 23:00:00,8703.36
2020-01-20 23:00:00,8626.47
2020-01-21 23:00:00,8722.26
2020-01-22 23:00:00,8658.94
2020-01-23 23:00:00,8388.11
2020-01-24 23:00:00,8428.17
2020-01-25 23:00:00,8327.36
2020-01-26 23:00:00,8588.42
2020-01-27 23:00:00,8895.78
2020-01-28 23:00:00,9385.69
2020-01-29 23:00:00,9279.81
2020-01-30 23:00:00,9502.37
2020-01-31 23:00:00,9333.77
2020-02-01 23:00:00,9378.09
2020-02-02 23:00:00,9314.56
2020-02-03 23:00:00,9284.51
2020-02-04 23:00:00,9162.14
2020-02-05 23:00:00,9614.9
2020-02-06 23:00:00,9755.66
2020-02-07 23:00:00,9807.54
2020-02-08 23:00:00,9907.12
2020-02-09 23:00:00,10162.41
2020-02-10 23:00:00,9854.79
2020-02-11 23:00:00,10275.38
2020-02-12 23:00:00,10354.3
2020-02-13 23:00:00,10242.43
2020-02-14 23:00:00,10368.53
2020-02-15 23:00:00,9904.17
2020-02-16 23:00:00,9937.67
2020-02-17 23:00:00,9703.93
2020-02-18 23:00:00,10180.65
2020-02-19 23:00:00,9604.72
2020-02-20 23:00:00,9606.86
2020-02-21 23:00:00,9696.58
2020-02-22 23:00:00,9669.63
2020-02-23 23:00:00,9989.39
2020-02-24 23:00:00,9663.75
2020-02-25 23:00:00,9309.15
2020-02-26 23:00:00,8785.52
2020-02-27 23:00:00,8804.72
2020-02-28 23:00:00,8712.35
2020-02-29 23:00:00,8531.42
2020-03-01 23:00:00,8534.17
2020-03-02 23:00:00,8912.82
2020-03-03 23:00:00,8754.34
2020-03-04 23:00:00,8758.9
2020-03-05 23:00:00,9067.39
2020-03-06 23:00:00,9155.89
2020-03-07 23:00:00,8898.63
2020-03-09 00:00:00,8039.38
2020-03-10 00:00:00,7931.94
2020-03-11 00:00:00,7885.46
2020-03-12 00:00:00,7936.65
2020-03-13 00:00:00,4830.21
2020-03-14 00:00:00,5609.03
2020-03-15 00:00:00,5166.26
2020-03-16 00:00:00,5348.44
2020-03-17 00:00:00,5026.35
2020-03-18 00:00:00,5357.61
2020-03-19 00:00:00,5410.23
2020-03-20 00:00:00,6195.2
2020-03-21 00:00:00,6226.44
2020-03-22 00:00:00,6189.85
2020-03-23 00:00:00,5822.62
2020-03-24 00:00:00,6502.16
2020-03-25 00:00:00,6768.49
2020-03-26 00:00:00,6698.46
2020-03-27 00:00:00,6763.75
2020-03-28 00:00:00,6369.09
2020-03-29 00:00:00,6260.95
2020-03-30 00:00:00,5885.41
2020-03-31 00:00:00,6405.29
2020-04-01 00:00:00,6428.28
2020-04-02 00:00:00,6652.87
2020-04-03 00:00:00,6809.11
2020-04-04 00:00:00,6741.67
2020-04-05 00:00:00,6871.69
2020-04-06 00:00:00,6777.44
2020-04-07 00:00:00,7343.2
2020-04-08 00:00:00,7205.55
2020-04-09 00:00:00,7365.03
2020-04-10 00:00:00,7293.69
2020-04-11 00:00:00,6873.24
2020-04-12 00:00:00,6891.6
2020-04-13 00:00:00,6915.37
2020-04-14 00:00:00,6857.66
2020-04-15 00:00:00,6871.95
2020-04-16 00:00:00,6623.8
2020-04-17 00:00:00,7112.27
2020-04-18 00:00:00,7034.89
2020-04-19 00:00:00,7259.36
2020-04-20 00:00:00,7130.04
2020-04-21 00:00:00,6840.24
2020-04-22 00:00:00,6852.52
2020-04-23 00:00:00,7130.99
2020-04-24 00:00:00,7477.6
2020-04-25 00:00:00,7507.08
2020-04-26 00:00:00,7549.52
2020-04-27 00:00:00,7699.27
2020-04-28 00:00:00,7790.66
2020-04-29 00:00:00,7765.33
2020-04-30 00:00:00,8777.63
